model                                                  ,price   ,depreciation ,milleage ,registration_date ,coe_left ,no_of_owner ,omv    ,arf     ,power ,capacity ,accessories
AUDI A7 SPORTBACK 2.8 FSI QU                           , 107800 ,       16518 ,  138800 ,30-Jun-2011       ,     6.5 ,          8 , 62923 ,  62923 , 1500 ,    2773 ,BBS sports rims. Electric seats. Premium leather seats. Keyless entry/start/stop. Rear aircon. Audi brake kit. Parking sensors.
HONDA CIVIC 1.8L A                                     ,  28800 ,       15596 ,  228000 ,26-Jan-2006       ,     1.8 ,          7 , 21920 ,  24112 , 1030 ,    1799 ,-
JAGUAR XJ 2.0 TSS SWB SR                               , 155000 ,       26085 ,   75000 ,30-Apr-2018       ,     4.1 ,          2 , 68828 ,  95891 , 1770 ,    1999 ,"Auto Head Lights, Rain Sensing Wipers, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat"
MERCEDES BENZ CLA180 COUPE PROGRESSIVE                 , 194800 ,       19648 ,   16000 ,27-Jan-2023       ,     8.8 ,          2 , 35463 ,  41649 ,  960 ,    1332 ,"10.25"" MBUX touchscreen, apple cp/Android Auto, keyless go, paddle shift, Bluetooth, ambient lightings, power/memory seats, reverse camera."
SKODA KAROQ 1.4 TSI AMBITION                           , 126999 ,       15762 ,   38000 ,29-Jun-2021       ,     7.3 ,          2 , 23474 ,  24864 , 1100 ,    1395 ,"Auto LED Headlights W DRL, Keyless Entry & Engine Start/stop, Reverse Camera W Sensors, Carplay, Wireless Phone Charging, Front Assist, PDC, TPMS."
MITSUBISHI LANCER EX 1.6 AT LED TAIL LAMP              ,  42800 ,       13180 ,   95000 ,15-Dec-2016       ,     2.7 ,          2 , 13670 ,  13670 ,  860 ,    1590 ,"Sport rims, leather seats, factory fitted audio system, reverse sensors, auto foldable side mirror indicators, fog lights."
AUDI Q5 SPORT 2.0 TFSI QU S TRONIC                     , 165999 ,       25281 ,   59000 ,30-Sep-2019       ,     5.5 ,          1 , 43378 ,  52730 , 1850 ,    1984 ,"Audi virtual cockpit, navigation, smartphone interface, Audi drive select, driver memory seat, power tailgate, more!"
AUDI A4 2.0 TFSI S TRONIC                              , 199999 ,       20408 ,   13000 ,31-Jan-2023       ,     8.9 ,          1 , 33036 ,  38251 , 1100 ,    1984 ,Virtual cockpit. Audi MMI. Smartphone interface. Bluetooth. Kick boot. Keyless entry/start. Cruise control. Reverse camera. Many more!
BENTLEY FLYING SPUR V8 4.0 A/T ABS 4WD S/R             , 488000 ,       63717 ,   52000 ,27-Jun-2019       ,     5.3 ,          1 ,185176 , 305317 , 3730 ,    3993 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat,"
BMW 320I AT ABS D/AB 2WD 2DR GAS/D                     ,  81700 ,       13033 ,  147000 ,28-Jun-2010       ,     6.3 ,          6 , 40653 ,  40653 , 1150 ,    1995 ,"Original paintwork and premium leather upholstery, 18"" sports rim wrapped in pzero tires, dual electrical seats. Original paintwork, reverse sensors"
LEXUS GS200T F SPORT 8AT SR                            ,  93700 ,       24550 ,  157000 ,29-Jul-2016       ,     2.3 ,          3 , 55619 ,  72115 , 1800 ,    1998 ,"Original factory fitted audio system, Bluetooth, navi, reverse cam, all round sensors. Original premium thick & comfy leather upholstery with seat AC."
MAZDA 5 5-DOOR WAGON 2.0L SP.6EAT SUNROOF              ,  44700 ,       14065 ,   90000 ,29-Aug-2016       ,     2.4 ,          2 , 20687 ,  20962 , 1110 ,    1998 ,"Original premium leather upholstery. 16"" Volks Racing sports rims. Solar films. Upgraded Player With BT, Reverse camera. Dual Powered Sliding Door"
MERCEDES BENZ A45 AMG 4MATIC (R19 BI)                  , 218700 ,       22952 ,   28000 ,26-Nov-2013       ,     9.5 ,          2 , 49584 ,  61418 , 2650 ,    1991 ,"Fully stock inside out, original paintwork, original AMG seats, 19"" AMG forged rims, AMG BBK. Upgraded 12.3"" player. Reverse camera."
MERCEDES BENZ C 200 KOMPRESSOR                         ,  70700 ,       17970 ,  130000 ,28-Feb-2008       ,     3.9 ,          3 , 42860 ,  47146 , 1350 ,    1796 ,"Original premium leather upholstery, electrical memory seats, reverse sensor, retractable side mirror, all tires 70% thread left. Fresh original color"
MERCEDES BENZ CLA180 COUPE URBAN (R18 LED)             ,  80700 ,       19443 ,  129000 ,14-Sep-2017       ,     3.5 ,          2 , 28004 ,  26206 ,  900 ,    1595 ,"Keyless Entry, Clear Reverse Camera, MultiFunction Steering Wheels. Upgraded 18"" Sport Rims. Electrical Memory Seats, Original Leather Upholstery."
MERCEDES BENZ E230                                     ,  75700 ,       15066 ,  148000 ,26-May-2009       ,     5.0 ,          3 , 55350 ,  55350 , 1500 ,    2497 ,"Original leather upholstery, Keyless GO, 18"" sport rims. Upgraded player, reverse camera. Retractable side mirrors. Electrical memory seats."
KIA NIRO HYBRID 1.6 DCT SUNROOF                        , 106999 ,       16271 ,   38500 ,15-Jan-2020       ,     5.8 ,          1 , 30511 ,  24716 ,  967 ,    1580 ,"6"" sports rims, driver electric leather seat, reverse camera & sensors, auto retractable side mirrors, multi function steering, rear knockdown seats."
MERCEDES BENZ S320L (R19 LED)                          , 138700 ,       30400 ,   89000 ,02-Aug-2016       ,     2.4 ,          4 , 89988 , 133979 , 2000 ,    2996 ,"20"" AMG Sport rims, Burmester sound system Paired With Upgraded Android System, reverse camera, satnav, full electrical memory seats, ambient lighting"
PORSCHE MACAN 2.0 A/T ABS D/AIRBAG AWD                 , 195700 ,       19570 ,   80600 ,22-Aug-2014       ,     0.4 ,          5 , 61033 ,  81860 , 1740 ,    1984 ,"Facelited, Upgraded Android audio system,21"" sport rims, Porsche BBK, original premium leather upholstery.14 way memory seats.Keyless entry, start/stop"
CITROEN C3 AIRCROSS FEEL 1.2 PURETECH 110 EAT6         ,  62300 ,       13237 ,  135541 ,02-Apr-2018       ,     4.0 ,          2 , 17982 ,  17982 ,  810 ,    1199 ,"Multi-function steering wheel, leather seats, infotainment system with Bluetooth connectivity, reverse camera, retractable side mirrors, and more!"
SUZUKI SWIFT 1.6 MT                                    ,  63700 ,       11695 ,  160000 ,17-Sep-2009       ,     5.4 ,          4 , 15035 ,  15035 ,  920 ,    1586 ,"Brand new original paintwork. Brembo BBK, 16"" sport rims wrapped in potenza tires. Upgraded Android player."
TOYOTA CAMRY 2.0 AUTO                                  ,  91700 ,       18245 ,   41000 ,10-May-2018       ,     4.1 ,          2 , 29032 ,  32645 , 1230 ,    1998 ,"Factory fitted audio system, Bluetooth, reverse cam, nav. Multi-functional steering wheel. Electric seats. Keyless entry, start, stop. Original paint."
VOLVO XC90 T5                                          ,  40700 ,       21555 ,  123000 ,24-Oct-2014       ,     0.6 ,          2 , 45803 ,  56125 , 1540 ,    2497 ,"Factory fitted audio system, original premium leather upholstery, electrical memory seat, knockdown rear seats, rear AC. 17"" rims, 4x Michelin PS4."
MERCEDES BENZ CLA180 (R18 BI)                          ,  46800 ,       20873 ,  106068 ,02-Nov-2015       ,     1.6 ,          1 , 28107 ,  26350 ,  900 ,    1595 ,"Factory audio sound system with Bluetooth interface, 2 x electric memory leather seats, auto parking assist, reverse camera, rain sensor."
MAZDA CX-5 2.0 AT PREMIUM EU6                          ,  80800 ,       17802 ,   80010 ,04-Dec-2017       ,     3.7 ,          3 , 27082 ,  29915 , 1210 ,    1998 ,"Bose sound system, head up display, navigation, auto tailgate, blind spot monitoring system, electric seat, driver memory seat, LED DRL, auto hold."
BMW X1 SDRIVE18I AT LED NAV                            ,  85800 ,       20928 ,   60000 ,27-Jul-2017       ,     3.3 ,          1 , 31845 ,  31583 , 1000 ,    1499 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat, Electric Tailgate"
KIA CARENS 1.7 DCT DIESEL 5DR FWD                      ,  75000 ,       14921 ,  112000 ,31-Jul-2018       ,     4.4 ,          1 , 19922 ,  19922 , 1040 ,    1685 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start"
BMW 740LI SR LED NAV HUD                               , 113688 ,       27005 ,   91000 ,06-Apr-2016       ,     2.0 ,          1 , 80796 , 117433 , 2400 ,    2998 ,"Multi function steering wheel, Sunroof/Moonroof, reclining rear seats, Harman Kardon system. 360 deg reverse camera view, HUD, rear control aircon."
AUDI Q5 2.0 TFSI QUATTRO (EU6)                         ,  59000 ,       35437 ,   80000 ,12-Feb-2015       ,     0.9 ,          2 , 44923 ,  54893 , 1650 ,    1984 ,"Audi MMI Navigation, Bluetooth, Keyless Entry/Start/Stop. Electric Memory Seats, Cruise Control, All Round Parking Sensors, Auto Tailgate"
AUDI A4 1.4 TFSI S TRONIC                              ,  64000 ,       17878 ,  130000 ,18-Jan-2017       ,     2.8 ,          3 , 32212 ,  27097 , 1100 ,    1395 ,"Audi MMI with Bluetooth. Multi function steering with paddle shifter, electric leather seats, reverse camera/sensors, rear aircon."
PORSCHE CAYENNE S HYBRID (V6)                          , 128700 ,       20032 ,   11400 ,25-Aug-2010       ,     6.4 ,          3 ,108115 ,  64869 , 2450 ,    2995 ,"Original premium leather upholstery. 21"" sport rim wrapped in Pzero tire. BOSE Sound System. Bidded Carplate S**2800*"
BMW 730I M SPORT LED SR NAV HUD                        , 145000 ,       29627 ,   52000 ,28-Apr-2017       ,     3.1 ,          1 , 74664 , 106396 , 1900 ,    1998 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat"
AUDI Q5 SPORTBACK ADVANCED 2.0 TFSI QU                 , 274999 ,       25035 ,     300 ,28-Dec-2023       ,     9.8 ,          1 , 46749 ,  60824 , 1830 ,    1984 ,"Virtual Cockpit, Park Assist, 360 Reverse Cam, Auto Hold, Navi, Pre Sense, Memory Seat, Android/Apple CarPlay, Ambient Lights, Side Assist, 19"" Rim"
PORSCHE MACAN S 3.0 A/T ABS D/AIRBAG 4WD               , 198000 ,       44587 ,   93000 ,12-May-2017       ,     3.1 ,          2 , 80280 , 116504 , 2500 ,    2997 ,"21” 911 Turbo Rims, Bluetooth/navigation, Bose Sound System, Electric memory seat, auto headlamp/tailgate, reverse sensor/camera."
VOLKSWAGEN GOLF A7 1.4 TSI AT 5G13GZ W/O HID           ,  99500 ,        9950 ,   95000 ,18-Jul-2014       ,     0.3 ,          3 , 19229 ,   5000 ,  900 ,    1395 ,"Electronic parking brake, auto hold, retractable side mirrors, auto headlights, rear aircon."
VOLKSWAGEN GOLF 1.2 TSI AT 5G12BZ                      ,  43000 ,       14555 ,  151000 ,25-Nov-2016       ,     2.7 ,          1 , 18160 ,   8160 ,  810 ,    1197 ,"Leather upholstery, GPS, Bluetooth, retractable side mirror, rain sensor."
HONDA CIVIC 1.6 VTI CVT                                , 111800 ,       15345 ,   34815 ,09-Nov-2020       ,     6.6 ,          1 , 20025 ,  20035 ,  920 ,    1597 ,"Multi function steering wheel, Keyless entry, Bluetooth interface, reverse camera, smartphone connection, brake hold, cruise control and rear aircon."
AUDI Q5 SPORT 2.0 TFSI QU S TRONIC                     , 127000 ,       26984 ,  159000 ,01-Dec-2017       ,     3.7 ,          2 , 44882 ,  54835 , 1850 ,    1984 ,"Leather Seats, Navigation, Virtual Cockpit. Audi MMI. Keyless Entry/Start. Electric Seats. Auto Tailgate. Audi Select Drive. Cruise Control."
TOYOTA COROLLA ALTIS 1.6 CVT CLASSIC / ELEGANCE        ,  61800 ,       16161 ,   32535 ,07-Jun-2017       ,     3.2 ,          2 , 19990 ,  19990 ,  900 ,    1598 ,"Sports rims, electric leather seats, factory fitted audio system, GPS, keyless entry/start/stop, reverse sensors/camera, auto headlights, solar film."
HONDA VEZEL 1.5X CVT                                   , 110300 ,       13589 ,   34164 ,27-Dec-2021       ,     7.8 ,          1 , 23274 ,   9584 ,  960 ,    1496 ,"Leather seats, Pioneer audio system, reverse camera and sensors, multi function steering control, and more."
SUBARU XV 2.0I-S EYESIGHT AWD CVT                      , 100800 ,       14511 ,   59000 ,30-Jul-2020       ,     6.4 ,          1 , 17205 ,  17205 , 1150 ,    1995 ,"Auto Distance Cruise, Lane Keep & Departure, Blind Spot, Front & Rear Collision, Rear Cross Traffic, 360 Camera, Auto Tailgate, Apple/Android Carplay"
SUBARU FORESTER 2.0I-S EYESIGHT AWD CVT SR             , 133000 ,       19263 ,   33500 ,28-Aug-2020       ,     6.4 ,          1 , 18058 ,  18058 , 1150 ,    1995 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat, Electric Tailgate"
VOLKSWAGEN TIGUAN COMFORTLINE 280 TSI EQP              , 108000 ,       18549 ,   27000 ,31-Jan-2019       ,     4.9 ,          1 , 31210 ,  35694 , 1100 ,    1395 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Electric Tailgate"
SKODA OCTAVIA RS 2.0 TSI                               , 118000 ,       19077 ,   76031 ,26-Aug-2019       ,     5.4 ,          1 , 26300 ,  28820 , 1800 ,    1984 ,"Factory fitted Skoda touchscreen infotainment, Bluetooth connectivity, Alcantara seats, Keyless entry/start & stop and more!"
RENAULT MEGANE III HATCH GT-LINE 1.5 DCI A/T           ,  28800 ,       16839 ,  153200 ,19-Aug-2015       ,     1.4 ,          3 , 20190 ,  10266 ,  810 ,    1461 ,Original Headunit w BT and Navi. Multi function steering. USB charging port. Knockdown rear seats. Reverse sensors/camera.
MERCEDES BENZ CLA180 COUPE PROGRESSIVE                 , 175800 ,       19633 ,   20000 ,28-Feb-2022       ,     7.9 ,          1 , 34243 ,  39941 ,  960 ,    1332 ,"Driver and passenger memory seat, blind spot assist, forward collision avoidance, Apple CarPlay/Android Auto, 2 x 10.25"" display."
VOLKSWAGEN TIGUAN 2.0 R-LINE A V                       , 188800 ,       19984 ,   38000 ,31-Aug-2022       ,     8.4 ,          1 , 34373 ,  40123 , 1400 ,    1984 ,"Panoramic roof, driver/front passenger memory seat, wireless Android/Apple CarPlay, keyless entry/exit, 360 view camera, contactless automatic boot."
SUBARU FORESTER 2.0I-L CVT AWD SR                      ,  69000 ,       18494 ,  125000 ,26-Jul-2017       ,     3.3 ,          3 , 14468 ,  14468 , 1100 ,    1995 ,"Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat"
PORSCHE CAYENNE (9YA)                                  , 440800 ,       47510 ,   20500 ,22-Dec-2021       ,     7.7 ,          1 , 96179 , 145123 , 2500 ,    2995 ,"Sport Rims, Park Assist Front And Rear Including Reversing Camera, Electric Seats, Digital AC Climate Display, Cruise Control."
BMW 840I GRAN COUPE AUTO                               , 438000 ,       52293 ,   14500 ,08-Jan-2021       ,     6.8 ,          1 ,107117 , 164811 , 2500 ,    2998 ,"Harmon kardon surround sound system, Auto Head Lights, Electric Folding Side Mirrors, Multi-function Steering Wheel, Keyless Entry and Engine Start, Driver's Electric Seat w/ memory"
AUDI A4 2.0 TFSI S TRONIC                              , 163000 ,       20057 ,   43000 ,24-May-2021       ,     7.2 ,          1 , 33139 ,  38395 , 1100 ,    1984 ,"Full Digital Speedometer, Driver And Passenger Powered Seats With Lumbar, Rear Aircon With Temperature Control, Android/Apple CarPlay, Auto Wipers."
HONDA CIVIC 1.6L 5AT                                   ,  63000 ,       13292 ,  229000 ,17-Dec-2008       ,     4.7 ,          4 , 20407 ,  20407 ,  920 ,    1595 ,"Electric Folding Side Mirrors, Knockdown Rear Seats, Stock Radio System"
SKODA SUPERB 2.0 L&K                                   , 139000 ,       18034 ,   37000 ,26-Nov-2020       ,     6.7 ,          1 , 32130 ,  36982 , 1400 ,    1984 ,"LED headlights with LED daytime, LED rear lights with dynamic indicators, Kessy, driver profile selection, 8"" ""Bolero"" infotainment system."
AUDI A3 SEDAN 1.0 TFSI S TRONIC (LED & NAV)            ,  97800 ,       16406 ,   35000 ,07-Jun-2019       ,     5.2 ,          2 , 23359 ,  24703 ,  850 ,     999 ,"Factory MMI/BT/audio system. Drive select, Driver electric seat, 16"" Sports rims, Auto Headlamps, Leather seats, Knockdown Rear seats, auto Start/Stop"
TOYOTA NOAH HYBRID 1.8X CVT                            , 201800 ,       22498 ,   18000 ,14-Nov-2022       ,     8.6 ,          1 , 26730 ,  14422 , 1030 ,    1797 ,"Head unit with Android and Apple CarPlay, reverse camera\sensor, car mats, front and back camera recorder, solar film, leather seats, sport rim."
HONDA CIVIC 1.6 VTI CVT                                ,  83800 ,       16128 ,   86000 ,08-Oct-2018       ,     4.5 ,          2 , 20645 ,  20903 ,  920 ,    1597 ,"Sports rims, upgraded Android player with CarpPlay, reverse sensors, reverse camera, auto retractable side mirrors, and multi-function steering."
CITROEN GRAND C4 SPACETOURER 1.2L PURETECH EAT6        ,  95800 ,       16332 ,   78000 ,07-Jun-2019       ,     5.2 ,          1 , 21056 ,  21479 ,  960 ,    1199 ,"Factory-fitted infotainment touchscreen system. Apple CarPlay, Android Auto, mirror link. In car cam. Black leather seat and 2nd/3rd-row aircon vents."
